,date,category,item_code,price,amount
4861,2019-05-16,furniture,200695,1349000,21019000
4862,2019-05-16,furniture,200706,799000,4685000
4863,2019-05-16,furniture,200710,999000,23270000
4864,2019-05-16,furniture,200714,1299000,12707000
4865,2019-05-16,home_appliance,200434,1430000,26533000
4866,2019-05-16,home_appliance,200443,1930000,31278000
4867,2019-05-16,home_appliance,200452,2790000,12978000
4868,2019-05-16,home_appliance,200456,3090000,14368000
4869,2019-05-16,home_appliance,200465,489000,58386000
4870,2019-05-16,home_appliance,200501,1300000,15136000
4871,2019-05-16,home_appliance,200510,1700000,47149000
4872,2019-05-16,home_appliance,200519,2500000,0
4873,2019-05-16,home_appliance,200524,2800000,26001000
4874,2019-05-16,home_appliance,200533,439000,75231000
4875,2019-05-16,kitchen,200868,109800,142531000
4876,2019-05-16,kitchen,201376,178000,27895000
4877,2019-05-16,kitchen,201377,158000,8186000
4878,2019-05-16,kitchen,201378,168000,37829000
4879,2019-05-16,kitchen,201379,148000,30057000
4880,2019-05-16,kitchen,202032,164000,51879000
4881,2019-05-16,kitchen,202035,154000,51490000
4882,2019-05-16,stuff,202024,79800,100924000
4883,2019-05-16,stuff,202174,79000,56104000
4884,2019-05-16,stuff,202177,99000,36403000
4885,2019-05-16,underwear,200215,99900,138327000
4886,2019-05-16,underwear,201009,39900,148671000
4887,2019-05-16,underwear,202001,69900,41008000
4888,2019-05-17,beauty,200200,39800,98730000
4889,2019-05-17,bedding,200372,69900,49034000
4890,2019-05-17,bedding,200373,59900,42870000
4891,2019-05-17,bedding,200374,49900,31234000
4892,2019-05-17,cloth,201132,59900,89950000
4893,2019-05-17,cloth,202090,49000,112270000
4894,2019-05-17,cloth,202412,29000,138428000
4895,2019-05-17,daily_supplies,200035,99800,31566000
4896,2019-05-17,daily_supplies,201022,52900,51598000
4897,2019-05-17,food,200864,30900,106991000
4898,2019-05-17,food,201479,49900,171915000
4899,2019-05-17,furniture,200731,648000,41194000
4900,2019-05-17,furniture,200732,598000,43195000
4901,2019-05-17,furniture,200733,548000,49045000
4902,2019-05-17,home_appliance,200926,549000,59394000
4903,2019-05-17,home_appliance,200929,849000,38385000
4904,2019-05-17,home_appliance,200934,509000,68312000
4905,2019-05-17,home_appliance,200937,809000,23250000
4906,2019-05-17,kitchen,201446,59800,100409000
4907,2019-05-17,stuff,200620,48900,87164000
4908,2019-05-17,stuff,202137,39800,51649000
4909,2019-05-17,stuff,202147,39800,40300000
4910,2019-05-17,stuff,202158,158000,38330000
4911,2019-05-17,stuff,202160,158000,15240000
4912,2019-05-17,stuff,202162,398000,36021000
4913,2019-05-17,underwear,200215,99900,119503000
4914,2019-05-17,underwear,201009,39900,126403000
4915,2019-05-18,beauty,200200,39800,164454000
4916,2019-05-18,cloth,200241,59000,87258000
4917,2019-05-18,cloth,200245,59000,80766000
4918,2019-05-18,cloth,200342,79900,80103000
4919,2019-05-18,cloth,200353,69900,64034000
4920,2019-05-18,cloth,201201,69000,6997000
4921,2019-05-18,cloth,201203,79000,35270000
4922,2019-05-18,cloth,201205,69000,3160000
4923,2019-05-18,cloth,201207,79000,32488000
4924,2019-05-18,cloth,201940,79900,101734000
4925,2019-05-18,food,200014,55900,226131000
4926,2019-05-18,food,200589,38900,176758000
4927,2019-05-18,home_appliance,200434,1430000,13280000
4928,2019-05-18,home_appliance,200443,1930000,8945000
4929,2019-05-18,home_appliance,200452,2790000,6513000
4930,2019-05-18,home_appliance,200456,3090000,35822000
4931,2019-05-18,home_appliance,200488,1549000,109575000
4932,2019-05-18,home_appliance,200501,1300000,36076000
4933,2019-05-18,home_appliance,200510,1700000,74525000
4934,2019-05-18,home_appliance,200519,2500000,5818000
4935,2019-05-18,home_appliance,200524,2800000,19562000
4936,2019-05-18,home_appliance,200555,1409000,136311000
4937,2019-05-18,home_appliance,200926,549000,120230000
4938,2019-05-18,home_appliance,200929,849000,40351000
4939,2019-05-18,home_appliance,200934,509000,119018000
4940,2019-05-18,home_appliance,200937,809000,36635000
4941,2019-05-18,kitchen,201453,49800,182795000
4942,2019-05-18,stuff,200089,1580000,13580000
4943,2019-05-18,stuff,200095,1190000,20374000
4944,2019-05-18,stuff,200098,1150000,72252000
4945,2019-05-18,stuff,200104,790000,48211000
4946,2019-05-18,stuff,200112,1090000,11422000
4947,2019-05-18,stuff,202024,79800,128175000
4948,2019-05-18,underwear,200989,89000,149923000
4949,2019-05-18,underwear,201866,69000,34508000
4950,2019-05-18,underwear,201893,69000,7079000
4951,2019-05-19,beauty,200200,39800,192725000
4952,2019-05-19,cloth,200241,59000,90203000
4953,2019-05-19,cloth,200245,59000,94551000
4954,2019-05-19,cloth,200840,69900,97503000
4955,2019-05-19,cloth,200853,69900,31633000
4956,2019-05-19,cloth,201244,59900,25758000
4957,2019-05-19,cloth,201246,59900,14495000
4958,2019-05-19,cloth,201317,39900,300185000
4959,2019-05-19,cloth,202390,69900,159125000
4960,2019-05-19,food,201485,59900,157112000
4961,2019-05-19,food,202484,32900,39102000
4962,2019-05-19,food,202510,59900,58912000
4963,2019-05-19,health,201975,79000,14350000
4964,2019-05-19,health,201978,75050,53701000
4965,2019-05-19,home_appliance,200434,1430000,36401000
4966,2019-05-19,home_appliance,200443,1930000,40223000
4967,2019-05-19,home_appliance,200452,2790000,0
4968,2019-05-19,home_appliance,200456,3090000,14342000
4969,2019-05-19,home_appliance,200471,2299000,162032000
4970,2019-05-19,home_appliance,200474,1989000,32416000
4971,2019-05-19,home_appliance,200501,1300000,27089000
4972,2019-05-19,home_appliance,200510,1700000,55025000
4973,2019-05-19,home_appliance,200519,2500000,28939000
4974,2019-05-19,home_appliance,200524,2800000,26001000
4975,2019-05-19,home_appliance,200539,2209000,55987000
4976,2019-05-19,home_appliance,200542,1899000,17226000
4977,2019-05-19,home_appliance,200926,549000,35927000
4978,2019-05-19,home_appliance,200929,849000,10632000
4979,2019-05-19,home_appliance,200934,509000,66312000
4980,2019-05-19,home_appliance,200937,809000,8404000
4981,2019-05-19,stuff,200620,48900,132075000
4982,2019-05-19,stuff,202024,79800,134695000
4983,2019-05-19,stuff,202174,79000,60008000
4984,2019-05-19,stuff,202177,99000,51421000
4985,2019-05-19,underwear,200215,99900,179498000
4986,2019-05-19,underwear,200989,89000,142371000
4987,2019-05-20,cloth,201132,59900,97670000
4988,2019-05-20,cloth,201141,1590000,100787000
4989,2019-05-20,cloth,201244,59900,15760000
4990,2019-05-20,cloth,201246,59900,8943000
4991,2019-05-20,cloth,201415,49000,53159000
4992,2019-05-20,cloth,202083,39800,64488000
4993,2019-05-20,daily_supplies,201945,89000,84393000
4994,2019-05-20,food,200014,55900,190821000
4995,2019-05-20,food,200576,30900,103782000
4996,2019-05-20,food,200578,30900,10600000
4997,2019-05-20,food,201479,49900,133819000
4998,2019-05-20,furniture,200210,3150000,62509000
4999,2019-05-20,furniture,200211,2835000,47626000
5000,2019-05-20,furniture,200687,849000,8306000
5001,2019-05-20,furniture,200691,1049000,22457000
5002,2019-05-20,furniture,200695,1349000,18356000
5003,2019-05-20,furniture,200706,799000,10912000
5004,2019-05-20,furniture,200710,999000,29113000
5005,2019-05-20,furniture,200714,1299000,7585000
5006,2019-05-20,furniture,200731,648000,61714000
5007,2019-05-20,furniture,200732,598000,60366000
5008,2019-05-20,furniture,200733,548000,69533000
5009,2019-05-20,home_appliance,200434,1430000,29893000
5010,2019-05-20,home_appliance,200443,1930000,17913000
5011,2019-05-20,home_appliance,200452,2790000,6489000
5012,2019-05-20,home_appliance,200456,3090000,14392000
5013,2019-05-20,home_appliance,200501,1300000,33019000
5014,2019-05-20,home_appliance,200510,1700000,58869000
5015,2019-05-20,home_appliance,200519,2500000,0
5016,2019-05-20,home_appliance,200524,2800000,0
5017,2019-05-20,kitchen,200279,64800,46848000
5018,2019-05-20,kitchen,201453,49800,91744000
5019,2019-05-20,kitchen,202250,179000,86751000
5020,2019-05-20,kitchen,202255,171000,42331000
5021,2019-05-20,kitchen,202465,218000,56140000
5022,2019-05-20,kitchen,202468,208000,16410000
5023,2019-05-20,kitchen,202471,198000,14174000
5024,2019-05-20,kitchen,202478,208000,43502000
5025,2019-05-20,stuff,201963,49900,22174000
5026,2019-05-20,stuff,202024,79800,85410000
5027,2019-05-20,stuff,202158,158000,30080000
5028,2019-05-20,stuff,202160,158000,10825000
5029,2019-05-20,stuff,202162,398000,58298000
5030,2019-05-20,underwear,201009,39900,130721000
5031,2019-05-21,beauty,200200,39800,130589000
5032,2019-05-21,bedding,200372,69900,40768000
5033,2019-05-21,bedding,200373,59900,37320000
5034,2019-05-21,bedding,200374,49900,25234000
5035,2019-05-21,cloth,200342,79900,85828000
5036,2019-05-21,cloth,200353,69900,59225000
5037,2019-05-21,cloth,201132,59900,79177000
5038,2019-05-21,cloth,201201,69000,9334000
5039,2019-05-21,cloth,201203,79000,50780000
5040,2019-05-21,cloth,201205,69000,4247000
5041,2019-05-21,cloth,201207,79000,48356000
5042,2019-05-21,cloth,202411,29000,57755000
5043,2019-05-21,daily_supplies,201944,49900,51410000
5044,2019-05-21,food,200014,55900,139356000
5045,2019-05-21,food,200589,38900,159755000
5046,2019-05-21,food,201485,59900,118805000
5047,2019-05-21,home_appliance,200434,1430000,6628000
5048,2019-05-21,home_appliance,200443,1930000,53589000
5049,2019-05-21,home_appliance,200452,2790000,0
5050,2019-05-21,home_appliance,200456,3090000,21576000
5051,2019-05-21,home_appliance,200471,2299000,162086000
5052,2019-05-21,home_appliance,200474,1989000,50408000
5053,2019-05-21,home_appliance,200501,1300000,33042000
5054,2019-05-21,home_appliance,200510,1700000,58893000
5055,2019-05-21,home_appliance,200519,2500000,5818000
5056,2019-05-21,home_appliance,200524,2800000,25951000
5057,2019-05-21,home_appliance,200539,2209000,59951000
5058,2019-05-21,home_appliance,200542,1899000,10383000
5059,2019-05-21,kitchen,201434,39900,78053000
5060,2019-05-21,kitchen,201446,59800,89002000
5061,2019-05-21,kitchen,202032,164000,45251000
5062,2019-05-21,kitchen,202035,154000,54277000
5063,2019-05-21,stuff,200089,1580000,13480000
5064,2019-05-21,stuff,200095,1190000,17737000
5065,2019-05-21,stuff,200098,1150000,43883000
5066,2019-05-21,stuff,200104,790000,68526000
5067,2019-05-21,stuff,200112,1090000,4732000
5068,2019-05-21,stuff,200620,48900,98558000
5069,2019-05-21,stuff,201843,49000,73700000
5070,2019-05-21,underwear,200215,99900,124187000
5071,2019-05-21,underwear,200909,39900,141410000
5072,2019-05-22,beauty,200754,49900,46099000
5073,2019-05-22,bedding,200372,69900,38745000
5074,2019-05-22,bedding,200373,59900,37410000
5075,2019-05-22,bedding,200374,49900,24844000
5076,2019-05-22,cloth,200241,59000,43374000
5077,2019-05-22,cloth,200245,59000,47889000
5078,2019-05-22,cloth,201141,1590000,95755000
5079,2019-05-22,cloth,201201,69000,8747000
5080,2019-05-22,cloth,201203,79000,48829000
5081,2019-05-22,cloth,201205,69000,3971000
5082,2019-05-22,cloth,201207,79000,45552000
5083,2019-05-22,cloth,202407,59000,92775000
5084,2019-05-22,daily_supplies,200314,108000,30193000
5085,2019-05-22,daily_supplies,200315,100000,58835000
5086,2019-05-22,daily_supplies,201945,89000,72698000
5087,2019-05-22,food,200014,55900,138354000
5088,2019-05-22,food,200864,30900,125006000
5089,2019-05-22,food,202510,59900,129897000
5090,2019-05-22,kitchen,201561,119000,7871000
5091,2019-05-22,kitchen,201566,109000,23049000
5092,2019-05-22,kitchen,202249,269000,72645000
5093,2019-05-22,kitchen,202254,254000,39754000
5094,2019-05-22,kitchen,202465,218000,50441000
5095,2019-05-22,kitchen,202468,208000,8665000
5096,2019-05-22,kitchen,202471,198000,14144000
5097,2019-05-22,kitchen,202478,208000,54322000
5098,2019-05-22,stuff,202024,79800,149643000
5099,2019-05-22,stuff,202174,79000,48649000
5100,2019-05-22,stuff,202177,99000,39677000
5101,2019-05-22,underwear,200215,99900,213442000
5102,2019-05-22,underwear,200919,88000,84896000
5103,2019-05-22,underwear,200985,109000,31492000
5104,2019-05-23,beauty,200200,39800,98165000
5105,2019-05-23,bedding,200372,69900,35253000
5106,2019-05-23,bedding,200373,59900,38402000
5107,2019-05-23,bedding,200374,49900,23493000
5108,2019-05-23,cloth,200342,79900,50838000
5109,2019-05-23,cloth,200353,69900,37504000
5110,2019-05-23,cloth,201408,39900,138613000
5111,2019-05-23,cloth,202390,69900,63661000
5112,2019-05-23,cloth,202411,29000,64874000
5113,2019-05-23,daily_supplies,201022,52900,57417000
5114,2019-05-23,food,200576,30900,87572000
5115,2019-05-23,food,200578,30900,9711000
5116,2019-05-23,food,201479,49900,184097000
5117,2019-05-23,food,201964,49900,142101000
5118,2019-05-23,health,201977,79000,117292000
5119,2019-05-23,health,201980,75050,362568000
5120,2019-05-23,home_appliance,200434,1430000,26460000
5121,2019-05-23,home_appliance,200443,1930000,31301000
5122,2019-05-23,home_appliance,200452,2790000,0
5123,2019-05-23,home_appliance,200456,3090000,7208000
5124,2019-05-23,home_appliance,200501,1300000,12052000
5125,2019-05-23,home_appliance,200510,1700000,62854000
5126,2019-05-23,home_appliance,200519,2500000,5818000
5127,2019-05-23,home_appliance,200524,2800000,19562000
5128,2019-05-23,home_appliance,200926,549000,41495000
5129,2019-05-23,home_appliance,200929,849000,15832000
5130,2019-05-23,home_appliance,200934,509000,47653000
5131,2019-05-23,home_appliance,200937,809000,26643000
5132,2019-05-23,kitchen,201028,139000,5975000
5133,2019-05-23,kitchen,201029,129000,9167000
5134,2019-05-23,kitchen,202248,119000,26577000
5135,2019-05-23,kitchen,202253,109000,30626000
5136,2019-05-23,stuff,202158,158000,38644000
5137,2019-05-23,stuff,202160,158000,11567000
5138,2019-05-23,stuff,202162,398000,44103000
5139,2019-05-23,underwear,200912,44000,86667000
5140,2019-05-24,beauty,200200,39800,77009000
5141,2019-05-24,beauty,202029,59900,30177000
5142,2019-05-24,cloth,201455,59800,221199000
5143,2019-05-24,cloth,201940,79900,68402000
5144,2019-05-24,cloth,202083,39800,81211000
5145,2019-05-24,food,201496,59900,83038000
5146,2019-05-24,food,202484,32900,115378000
5147,2019-05-24,furniture,200731,648000,69181000
5148,2019-05-24,furniture,200732,598000,44907000
5149,2019-05-24,furniture,200733,548000,69565000
5150,2019-05-24,home_appliance,200471,2299000,116388000
5151,2019-05-24,home_appliance,200474,1989000,10891000
5152,2019-05-24,home_appliance,200539,2209000,32033000
5153,2019-05-24,home_appliance,200542,1899000,13805000
5154,2019-05-24,kitchen,200265,129000,46901000
5155,2019-05-24,kitchen,200269,119000,87100000
5156,2019-05-24,kitchen,201376,178000,29883000
5157,2019-05-24,kitchen,201377,158000,12134000
5158,2019-05-24,kitchen,201378,168000,42029000
5159,2019-05-24,kitchen,201379,148000,35372000
5160,2019-05-24,kitchen,201604,239000,25853000
5161,2019-05-24,kitchen,201606,229000,42424000
5162,2019-05-24,kitchen,202250,179000,107425000
5163,2019-05-24,kitchen,202255,171000,89951000
5164,2019-05-24,stuff,200620,48900,89196000
5165,2019-05-24,stuff,202205,59000,87794000
5166,2019-05-24,underwear,200215,99900,175962000
5167,2019-05-24,underwear,200660,59900,96891000
5168,2019-05-24,underwear,200905,49900,17317000
5169,2019-05-24,underwear,200906,49900,18668000
5170,2019-05-24,underwear,200981,119000,130316000
5171,2019-05-24,underwear,201009,39900,106287000
5172,2019-05-25,cloth,200342,79900,78345000
5173,2019-05-25,cloth,200353,69900,55276000
5174,2019-05-25,cloth,201068,49900,63455000
5175,2019-05-25,cloth,201141,1590000,143397000
5176,2019-05-25,cloth,201372,79000,17738000
5177,2019-05-25,cloth,201374,79000,22736000
5178,2019-05-25,cloth,201428,59000,49478000
5179,2019-05-25,cloth,202379,54900,75788000
5180,2019-05-25,daily_supplies,200314,108000,41724000
5181,2019-05-25,daily_supplies,200315,100000,90594000
5182,2019-05-25,food,200589,38900,180169000
5183,2019-05-25,food,201479,49900,190664000
5184,2019-05-25,home_appliance,200161,539000,97111000
5185,2019-05-25,home_appliance,200165,749000,58396000
5186,2019-05-25,home_appliance,200169,509000,95123000
5187,2019-05-25,home_appliance,200173,709000,45459000
5188,2019-05-25,home_appliance,200434,1430000,6652000
5189,2019-05-25,home_appliance,200443,1930000,31328000
5190,2019-05-25,home_appliance,200452,2790000,0
5191,2019-05-25,home_appliance,200456,3090000,14368000
5192,2019-05-25,home_appliance,200471,2299000,141211000
5193,2019-05-25,home_appliance,200474,1989000,54010000
5194,2019-05-25,home_appliance,200501,1300000,35980000
5195,2019-05-25,home_appliance,200510,1700000,35428000
5196,2019-05-25,home_appliance,200519,2500000,5841000
5197,2019-05-25,home_appliance,200524,2800000,38899000
5198,2019-05-25,home_appliance,200539,2209000,67937000
5199,2019-05-25,home_appliance,200542,1899000,20648000
5200,2019-05-25,kitchen,200236,60900,156880000
5201,2019-05-25,kitchen,201453,49800,99498000
5202,2019-05-25,kitchen,202032,164000,62058000
5203,2019-05-25,kitchen,202035,154000,74569000
5204,2019-05-25,stuff,200089,1580000,16887000
5205,2019-05-25,stuff,200095,1190000,35011000
5206,2019-05-25,stuff,200098,1150000,39002000
5207,2019-05-25,stuff,200104,790000,51790000
5208,2019-05-25,stuff,200112,1090000,18671000
5209,2019-05-25,stuff,202024,79800,113959000
5210,2019-05-25,underwear,200215,99900,164874000
5211,2019-05-25,underwear,201857,139000,250674000
5212,2019-05-26,beauty,200200,39800,178072000
5213,2019-05-26,cloth,200342,79900,108761000
5214,2019-05-26,cloth,200353,69900,73353000
5215,2019-05-26,cloth,200840,69900,99406000
5216,2019-05-26,cloth,200853,69900,31417000
5217,2019-05-26,cloth,201420,49000,118282000
5218,2019-05-26,cloth,202090,49000,156878000
5219,2019-05-26,cloth,202390,69900,130830000
5220,2019-05-26,cloth,202407,59000,129984000
5221,2019-05-26,daily_supplies,200870,129000,67002000
5222,2019-05-26,food,200014,55900,207065000
5223,2019-05-26,food,201485,59900,114902000
5224,2019-05-26,food,202074,40900,31631000
5225,2019-05-26,food,202510,59900,188789000
5226,2019-05-26,home_appliance,200434,1430000,23267000
5227,2019-05-26,home_appliance,200443,1930000,58082000
5228,2019-05-26,home_appliance,200452,2790000,6489000
5229,2019-05-26,home_appliance,200456,3090000,21549000
5230,2019-05-26,home_appliance,200501,1300000,18101000
5231,2019-05-26,home_appliance,200510,1700000,58843000
5232,2019-05-26,home_appliance,200519,2500000,0
5233,2019-05-26,home_appliance,200524,2800000,19539000
5234,2019-05-26,home_appliance,200926,549000,123344000
5235,2019-05-26,home_appliance,200929,849000,76915000
5236,2019-05-26,home_appliance,200934,509000,134417000
5237,2019-05-26,home_appliance,200937,809000,39978000
5238,2019-05-26,stuff,202158,158000,53954000
5239,2019-05-26,stuff,202160,158000,20422000
5240,2019-05-26,stuff,202162,398000,81402000
5241,2019-05-26,underwear,200660,59900,84085000
5242,2019-05-26,underwear,200916,99900,94785000
5243,2019-05-26,underwear,200981,119000,105269000
5244,2019-05-26,underwear,202057,119900,97763000
5245,2019-05-27,beauty,200200,39800,111472000
5246,2019-05-27,bedding,200675,129000,17117000
5247,2019-05-27,bedding,200676,149000,28021000
5248,2019-05-27,bedding,200677,169000,44929000
5249,2019-05-27,cloth,201068,49900,83374000
5250,2019-05-27,cloth,201201,69000,13992000
5251,2019-05-27,cloth,201203,79000,105873000
5252,2019-05-27,cloth,201205,69000,7070000
5253,2019-05-27,cloth,201207,79000,82670000
5254,2019-05-27,cloth,201420,49000,97958000
5255,2019-05-27,cloth,202407,59000,98654000
5256,2019-05-27,daily_supplies,200744,40900,2565000
5257,2019-05-27,daily_supplies,200749,50900,37865000
5258,2019-05-27,food,200014,55900,208960000
5259,2019-05-27,food,201479,49900,178955000
5260,2019-05-27,food,201964,49900,138041000
5261,2019-05-27,home_appliance,200926,549000,31431000
5262,2019-05-27,home_appliance,200929,849000,15771000
5263,2019-05-27,home_appliance,200934,509000,39385000
5264,2019-05-27,home_appliance,200937,809000,23300000
5265,2019-05-27,kitchen,201376,178000,39477000
5266,2019-05-27,kitchen,201377,158000,11602000
5267,2019-05-27,kitchen,201378,168000,66887000
5268,2019-05-27,kitchen,201379,148000,40132000
5269,2019-05-27,kitchen,202032,164000,79570000
5270,2019-05-27,kitchen,202035,154000,71823000
5271,2019-05-27,kitchen,202249,269000,64913000
5272,2019-05-27,kitchen,202254,254000,28636000
5273,2019-05-27,stuff,202205,59000,41727000
5274,2019-05-27,underwear,200215,99900,141368000
5275,2019-05-27,underwear,200981,119000,171989000
5276,2019-05-27,underwear,201009,39900,119431000
5277,2019-05-27,underwear,201915,69000,42858000
5278,2019-05-27,underwear,201918,69000,12752000
5279,2019-05-28,bedding,200372,69900,36747000
5280,2019-05-28,bedding,200373,59900,38857000
5281,2019-05-28,bedding,200374,49900,23671000
5282,2019-05-28,cloth,200342,79900,72357000
5283,2019-05-28,cloth,200353,69900,51613000
5284,2019-05-28,cloth,201317,39900,165409000
5285,2019-05-28,cloth,202390,69900,57667000
5286,2019-05-28,food,200589,38900,148852000
5287,2019-05-28,food,200864,30900,139931000
5288,2019-05-28,food,201485,59900,110910000
5289,2019-05-28,food,202510,59900,140305000
5290,2019-05-28,kitchen,200265,129000,60746000
5291,2019-05-28,kitchen,200269,119000,70571000
5292,2019-05-28,kitchen,200868,109800,127057000
5293,2019-05-28,kitchen,201434,39900,41904000
5294,2019-05-28,kitchen,201453,49800,80345000
5295,2019-05-28,kitchen,202250,179000,94441000
5296,2019-05-28,kitchen,202255,171000,72348000
5297,2019-05-28,stuff,200620,48900,76743000
5298,2019-05-28,stuff,202174,79000,19977000
5299,2019-05-28,stuff,202177,99000,19738000
5300,2019-05-28,underwear,200215,99900,128590000
5301,2019-05-28,underwear,200660,59900,71613000
5302,2019-05-28,underwear,201090,49900,106700000
5303,2019-05-28,underwear,201857,139000,211723000
5304,2019-05-29,beauty,200754,49900,56819000
5305,2019-05-29,bedding,200675,129000,13336000
5306,2019-05-29,bedding,200676,149000,20138000
5307,2019-05-29,bedding,200677,169000,43489000
5308,2019-05-29,cloth,201201,69000,2702000
5309,2019-05-29,cloth,201203,79000,35797000
5310,2019-05-29,cloth,201205,69000,2494000
5311,2019-05-29,cloth,201207,79000,29209000
5312,2019-05-29,cloth,201455,59800,204683000
5313,2019-05-29,cloth,202090,49000,44854000
5314,2019-05-29,cloth,202407,59000,60416000
5315,2019-05-29,food,200014,55900,141906000
5316,2019-05-29,food,200576,30900,104305000
5317,2019-05-29,food,200578,30900,11761000
5318,2019-05-29,food,201964,49900,105276000
5319,2019-05-29,health,200139,59000,138220000
5320,2019-05-29,health,200770,99000,52332000
5321,2019-05-29,home_appliance,200471,2299000,99875000
5322,2019-05-29,home_appliance,200474,1989000,39618000
5323,2019-05-29,home_appliance,200539,2209000,59933000
5324,2019-05-29,home_appliance,200542,1899000,3472000
5325,2019-05-29,kitchen,200287,69000,9622000
5326,2019-05-29,kitchen,200288,61800,53253000
5327,2019-05-29,kitchen,202461,278000,47552000
5328,2019-05-29,kitchen,202462,248000,26808000
5329,2019-05-29,kitchen,202474,268000,26979000
5330,2019-05-29,kitchen,202475,238000,8911000
5331,2019-05-29,stuff,200624,138000,41942000
5332,2019-05-29,stuff,200634,148000,25604000
5333,2019-05-29,stuff,200636,238000,47734000
5334,2019-05-29,stuff,200640,138000,26710000
5335,2019-05-29,stuff,202024,79800,63500000
5336,2019-05-29,stuff,202205,59000,108917000
5337,2019-05-29,underwear,200215,99900,217218000
5338,2019-05-29,underwear,201009,39900,132716000
5339,2019-05-29,underwear,201857,139000,165397000
5340,2019-05-30,beauty,200757,39900,29517000
5341,2019-05-30,bedding,200372,69900,44922000
5342,2019-05-30,bedding,200373,59900,38156000
5343,2019-05-30,bedding,200374,49900,27539000
5344,2019-05-30,cloth,201408,39900,98501000
5345,2019-05-30,cloth,202090,49000,154937000
5346,2019-05-30,daily_supplies,200314,108000,15593000
5347,2019-05-30,daily_supplies,200315,100000,35028000
5348,2019-05-30,daily_supplies,201944,49900,62304000
5349,2019-05-30,daily_supplies,201945,89000,58933000
5350,2019-05-30,food,200014,55900,140787000
5351,2019-05-30,food,200589,38900,141274000
5352,2019-05-30,food,201479,49900,153119000
5353,2019-05-30,home_appliance,200926,549000,24813000
5354,2019-05-30,home_appliance,200929,849000,6983000
5355,2019-05-30,home_appliance,200934,509000,16664000
5356,2019-05-30,home_appliance,200937,809000,5052000
5357,2019-05-30,kitchen,200265,129000,34816000
5358,2019-05-30,kitchen,200269,119000,63328000
5359,2019-05-30,kitchen,200868,109800,109713000
5360,2019-05-30,kitchen,201453,49800,109335000
5361,2019-05-30,kitchen,202250,179000,82242000
5362,2019-05-30,kitchen,202255,171000,67442000
5363,2019-05-30,stuff,200618,188000,91593000
5364,2019-05-30,stuff,200768,139000,85051000
5365,2019-05-30,stuff,202205,59000,72134000
5366,2019-05-30,underwear,200981,119000,187481000
5367,2019-05-30,underwear,201009,39900,100399000
5368,2019-05-31,cloth,201420,49000,85004000
5369,2019-05-31,cloth,202412,29000,97472000
5370,2019-05-31,daily_supplies,200870,129000,76092000
5371,2019-05-31,daily_supplies,201436,44800,109974000
5372,2019-05-31,food,200589,38900,115722000
5373,2019-05-31,food,201496,59900,99663000
5374,2019-05-31,furniture,200731,648000,48653000
5375,2019-05-31,furniture,200732,598000,44918000
5376,2019-05-31,furniture,200733,548000,49048000
5377,2019-05-31,home_appliance,200161,539000,37633000
5378,2019-05-31,home_appliance,200165,749000,19044000
5379,2019-05-31,home_appliance,200169,509000,72771000
5380,2019-05-31,home_appliance,200173,709000,34442000
5381,2019-05-31,home_appliance,200471,2299000,70689000
5382,2019-05-31,home_appliance,200474,1989000,14525000
5383,2019-05-31,home_appliance,200539,2209000,20065000
5384,2019-05-31,home_appliance,200542,1899000,10365000
5385,2019-05-31,kitchen,201376,178000,29256000
5386,2019-05-31,kitchen,201377,158000,12757000
5387,2019-05-31,kitchen,201378,168000,58418000
5388,2019-05-31,kitchen,201379,148000,26865000
5389,2019-05-31,stuff,201962,39900,97106000
5390,2019-05-31,stuff,202287,39800,42897000
5391,2019-05-31,stuff,202290,39800,38891000
5392,2019-05-31,underwear,200658,69900,83784000
5393,2019-05-31,underwear,200990,139000,129974000
5394,2019-05-31,underwear,201009,39900,222180000
5395,2019-05-31,underwear,201090,49900,76740000
5396,2019-05-31,underwear,201857,139000,111745000
5397,2019-05-31,underwear,201891,89000,44607000
5398,2019-06-01,beauty,200200,39800,139637000
5399,2019-06-01,cloth,200241,59000,60927000
5400,2019-06-01,cloth,200245,59000,68355000
5401,2019-06-01,cloth,200342,79900,76938000
5402,2019-06-01,cloth,200353,69900,64564000
5403,2019-06-01,cloth,201201,69000,14311000
5404,2019-06-01,cloth,201203,79000,47851000
5405,2019-06-01,cloth,201205,69000,3528000
5406,2019-06-01,cloth,201207,79000,36787000
5407,2019-06-01,cloth,201243,39900,21671000
5408,2019-06-01,cloth,201245,39900,14613000
5409,2019-06-01,cloth,201317,39900,229085000
5410,2019-06-01,cloth,201420,49000,76661000
5411,2019-06-01,daily_supplies,202357,59800,89960000
5412,2019-06-01,food,200014,55900,166251000
5413,2019-06-01,furniture,200686,749000,7339000
5414,2019-06-01,furniture,200690,949000,60688000
5415,2019-06-01,furniture,200694,1249000,4928000
5416,2019-06-01,furniture,200703,699000,15016000
5417,2019-06-01,furniture,200707,899000,54023000
5418,2019-06-01,furniture,200711,1199000,9372000
5419,2019-06-01,home_appliance,200162,539000,98152000
5420,2019-06-01,home_appliance,200166,749000,55643000
5421,2019-06-01,home_appliance,200170,509000,174759000
5422,2019-06-01,home_appliance,200174,709000,44199000
5423,2019-06-01,kitchen,202032,164000,75249000
5424,2019-06-01,kitchen,202035,154000,91084000
5425,2019-06-01,kitchen,202250,179000,67909000
5426,2019-06-01,kitchen,202255,171000,58504000
